,inside_18,first_touch,Open Play,Open Play - Counter Attack,Open Play - Unassisted,Set Piece - Corner,Set Piece - Direct Free Kick,Set Piece - Free Kick,Set Piece - Goal Kick,Set Piece - Penalty,Set Piece - Throw In,time,shot_distance,shot_angle
153,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6341055865204723,-0.16683356400024893,0.6649073433726707
154,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6526061195867344,-1.3165364336526377,1.2951831257642419
155,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510123009376937,-0.16683356400024893,0.6649073433726707
156,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6530424910086374,-0.8768966223315697,0.12104747311995329
157,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1528243052976859,-0.18913171287679262,-0.3272535045287076
158,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2242840461135363,1.0476372473452173,-0.33049778791958606
159,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5622094742827192,-1.1997155524016974,-1.048664156718592
160,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9909679191778205,-0.8374720892206405,-1.1489420069821081
161,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4192899926510188,-1.2068901307444215,0.1782648347409007
162,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2242840461135363,-0.020572619255445974,0.1301904535851563
163,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6336692150985694,1.4792556501407594,-0.9489761761625082
164,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7055653273363227,-1.2617453406683825,1.2792566436635662
165,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22384767469163314,0.8112368395010199,-0.2900917129604632
166,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2242840461135363,-1.1865410323903598,-0.446112250576346
167,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4386632685610867,-0.10741470453841921,-1.0047188635148743
168,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009468452244082503,0.3927563232523631,1.0825350962348446
169,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08092819305993272,0.10072051604652799,0.8389189070652431
170,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6526061195867344,-0.8569293346375256,-0.7953151173763552
171,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7055653273363227,-0.590360433121076,0.5625649491331409
172,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.510123009376937,-0.7932303144988584,-0.0034150351482933033
173,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009468452244082503,-1.2934120151145567,-0.5024448076361447
174,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624276599936706,1.111168030014222,0.02607845022332912
175,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22384767469163314,-0.7529830902263853,-2.407429027789237
176,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2768068824412213,-0.06500404465455399,1.2951831257642419
177,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133887400809521,-0.8409696922529373,-1.190822756209812
178,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8669853420342851,-1.103771007989571,0.8103102262547695
179,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133887400809521,0.7215459491213941,0.7218297701399021
180,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3478302518351686,-0.9699232740833961,-1.96974570487436
181,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7240658604025847,0.9152231490884533,-1.949985069675373
182,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08092819305993272,0.512002333497499,-1.1049967137783907
183,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4197263640729219,-0.7126685245536282,0.8117849005233504
184,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009468452244082503,-0.8086941183462629,-0.9451420230641973
185,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3482666232570715,0.3273611242637369,1.2406201778267407
186,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.20491077020346815,1.4686720073516346,0.1782648347409007
187,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5626458457046222,-0.23945759673397632,-0.4484717294060757
188,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20491077020346815,-0.22089161120003514,-0.1915834718192442
189,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5626458457046222,-0.24440032567332862,0.4796882552388818
